# Frequency list

# Corpus: decow16a-nano
# Query:  "[A-ZÄÖÜ][a-zäöüß]+_[a-zäöüß]+en" 68050

# Frequency limit: 0


Full nominal compound analysis	Frequency	
Spaß_schießen	5	
Sonne_tanken	5	
Sommer_singen	5	
Sinn_erleben	5	
Show_fahren	5	
Service_denken	5	
Seil_laufen	5	
Seife_sieden	5	
Schwimmen_gehen	5	
Schweif_schlagen	5	
Schwanz_lutschen	5	
Schritt_gehen	5	
Schmalz_gebacken	5	
Schlag_bohren	5	
Schlacht_sauen	5	
Schaum_schlagen	5	
Salz_sieden	5	
Rücksicht_nehmen	5	
Rätsel_raten	5	
Rum_reiten	5	
Rum_rechnen	5	
Rum_knutschen	5	
Roboter_schweißen	5	
Revue_passieren	5	
Reifen_hausen	5	
Recht_empfinden	5	
Punsch_trinken	5	
Prozess_bevollmächtigen	5	
Probe_schlafen	5	
Probe_baden	5	
Prim_erpaaren	5	
Poeto_gen	5	
Plan_drehen	5	
Pfötchen_geben	5	
Pflege_wohnen	5	
Pflaster_treten	5	
Person_nagen	5	
Partei_begehren	5	
Papi_erschöpfen	5	
Panzer_schießen	5	
Panorama_röntgen	5	
Orchester_dirigieren	5	
Nuss_baumfarben	5	
Norm_unterworfen	5	
Norm_betroffen	5	
Neuro_gen	5	
Nebeneinander_bestehen	5	
Naht_aussehen	5	
Moral_predigen	5	
Maß_ahmen	5	
Martini_loben	5	
Mann_hausen	5	
Management_versagen	5	
Lust_machen	5	
Lust_erklemmen	5	
Los_werfen	5	
Los_reiten	5	
Los_drehen	5	
Lid_straffen	5	
Licht_setzen	5	
Leine_laufen	5	
Leder_fransen	5	
Laub_fegen	5	
Langzeit_verletzen	5	
Kunst_verständigen	5	
Kugel_gießen	5	
Kreuzchen_machen	5	
Kreis_laufen	5	
Krebs_geboren	5	
Korrektur_lesen	5	
Kopf_auflegen	5	
Kopf_abschlagen	5	
Konto_abfragen	5	
Koffer_auspacken	5	
Kind_geblieben	5	
Kasten_wägen	5	
Kahn_fahren	5	
Kabel_legen	5	
Index_gebunden	5	
Häusle_bauen	5	
Hubertus_schießen	5	
Holz_holen	5	
Holocaust_gedenken	5	
Holding_hausen	5	
Hobby_tauchen	5	
Hinweg_setzen	5	
Herbst_schießen	5	
Helm_zieren	5	
Haupt_springen	5	
Hass_predigen	5	
Hand_zeichnen	5	
Hand_biken	5	
Hammer_geilen	5	
Gurt_strippen	5	
Grund_immunisieren	5	
Griff_stehen	5	
Gott_gedenken	5	
Gondel_fahren	5	
Golf_spielen	5	
Go_atmen	5	
Getreide_mahlen	5	
Genuss_trinken	5	
Gender_bezogen	5	
Geld_ziehen	5	
Gehäuse_berechnen	5	
Gehirn_gewaschen	5	
Futter_fassen	5	
Funk_tonen	5	
Frühstück_machen	5	
Frosch_quaken	5	
Fron_reiten	5	
Flatrate_saufen	5	
Finger_heben	5	
Feuer_landen	5	
Feuer_bändigen	5	
Ferien_hausen	5	
Fels_abstürzen	5	
Fan_beauftragen	5	
Fall_verstehen	5	
Erkenntnis_streben	5	
Energie_geladen	5	
Einfluss_nehmen	5	
Eil_hausen	5	
Duft_empfinden	5	
Dauer_bellen	5	
Cross_fahren	5	
Computer_abstürzen	5	
Cocktail_schlürfen	5	
Chor_datieren	5	
Bürger_schießen	5	
Bällchen_werfen	5	
Bus_verkehren	5	
Brust_ziehen	5	
Bruch_versagen	5	
Branntwein_brennen	5	
Bogen_laufen	5	
Blog_hausen	5	
Blitz_rechnen	5	
Bilanz_ziehen	5	
Beute_greifen	5	
Bauch_kraulen	5	
Bau_finanzieren	5	
Barriere_springen	5	
Bank_ziehen	5	
Ballen_hausen	5	
Bahn_radfahren	5	
Auto_kaufen	5	
As_missen	5	
Anker_werfen	5	
Anker_lichten	5	
Angst_beißen	5	
Anden_hausen	5	
Alster_kloppen	5	
Account_gebunden	5	
Öl_ablassen	4	
Zwiebel_schälen	4	
Zusatz_übereinkommen	4	
Ziel_setzen	4	
Ziegel_brennen	4	
Zelt_aufstellen	4	
Zeitung_machen	4	
Zeit_totschlagen	4	
Zeit_haften	4	
Zeit_haben	4	
Würfel_drehen	4	
Würde_empfinden	4	
Wäsche_sortieren	4	
Wurst_schießen	4	
Winkel_hausen	4	
Wildschwein_suhlen	4	
Wild_scheuchen	4	
Western_hausen	4	
West_erreiten	4	
Wertpapier_übereinkommen	4	
Werk_hausen	4	
Wein_probieren	4	
Weg_fallen	4	
Wasser_tosen	4	
Wald_weben	4	
Wald_laufen	4	
Vorsorge_untersuchen	4	
Vernunft_denken	4	
Ventil_schäften	4	
Urin_lassen	4	
Unternehmer_denken	4	
Unruhe_hausen	4	
Unfall_betroffen	4	
Umwelt_denken	4	
Umsatz_abfragen	4	
Tür_knallen	4	
Tram_fahren	4	
Tief_entladen	4	
Tempera_tuen	4	
Teil_unterliegen	4	
Tarif_bezogen	4	
Tafel_rechnen	4	
Süd_abstürzen	4	
System_verschulden	4	
System_bezogen	4	
Substanz_denken	4	
Subjekt_denken	4	
Sturm_läuten	4	
Stock_schlagen	4	
Stein_werfen	4	
Standard_mäßigen	4	
Sport_willigen	4	
Sport_machen	4	
Spaß_machen	4	
Spaß_empfinden	4	
Sonder_siechen	4	
Solo_tanzen	4	
Software_testen	4	
Silo_denken	4	
Silber_lichten	4	
Siegel_hausen	4	
Sicht_kochen	4	
See_leiten	4	
See_fahren	4	
Schwarm_fangen	4	
Schwanz_jagen	4	
Schwanz_einziehen	4	
Schuss_fahren	4	
Schuh_werfen	4	
Schock_gefrieren	4	
Schnee_gehen	4	
Schmelz_schweißen	4	
Schluck_röntgen	4	
Schinken_schießen	4	
Scheiße_bauen	4	
Schein_untergruppen	4	
Schau_fertigmachen	4	
Schatten_landen	4	
Scham_empfinden	4	
Sau_schießen	4	
Sand_fahren	4	
Sahne_schlagen	4	
Rum_kritisieren	4	
Rudel_bumsen	4	
Roboter_bauen	4	
Risiko_empfinden	4	
Rest_brummen	4	
Reform_denken	4	
Rasse_bezogen	4	
Rasen_trimmen	4	
Rasen_sprengen	4	
Radio_durchsagen	4	
Psychose_erfahren	4	
Prozess_bezogen	4	
Protest_wählen	4	
Proporz_denken	4	
Produkt_vergleichen	4	
Produkt_untergruppen	4	
Problem_trinken	4	
Probe_sehen	4	
Probe_kochen	4	
Pony_springen	4	
Partei_ergreifen	4	
Papier_machen	4	
Ossi_hausen	4	
Opfer_gedenken	4	
Oldtimer_fahren	4	
Off_hausen	4	
Obst_pflücken	4	
Nord_landen	4	
Nikolaus_schießen	4	
Neon_brennen	4	
Nadel_schießen	4	
Nacht_läuten	4	
Müll_sortieren	4	
Müll_fasten	4	
Müll_entsorgen	4	
Mut_tonen	4	
Musik_abspielen	4	
Motor_starten	4	
Motor_bezogen	4	
Moor_hausen	4	
Mode_bloggen	4	
Miteinander_schlafen	4	
Mineral_wollen	4	
Mikro_schielen	4	
Mett_erhausen	4	
Maß_halten	4	
Maul_aufreißen	4	
Mauer_gedenken	4	
Mark_werben	4	
Main_zischen	4	
Mai_ansingen	4	
Löffel_verbiegen	4	
Luft_ziehen	4	
Luft_betrieben	4	
Los_reißen	4	
Loft_wohnen	4	
Literatur_beflissen	4	
Link_setzen	4	
Leinen_rucken	4	
Leinen_beißen	4	
Leiden_machen	4	
Leder_gürten	4	
Leben_wollen	4	
Latein_tanzen	4	
Laser_bohren	4	
Lack_entfernen	4	
Körper_fühlen	4	
Käfig_reinigen	4	
Kringel_reiten	4	
Kreisel_hausen	4	
Kranz_reiten	4	
Kran_fahren	4	
Kraft_fahren	4	
Kraft_betrieben	4	
Korpus_zwingen	4	
Korb_flechten	4	
Kopf_wegdrehen	4	
Kopf_waschen	4	
Kopf_stehen	4	
Kopf_jucken	4	
Kopf_dröhnen	4	
Kompetenz_erleben	4	
Knopf_annähen	4	
Kit_ereisen	4	
Kindergarten_denken	4	
Kind_erkranken	4	
Kick_bocken	4	
Katheter_legen	4	
Katalog_anfragen	4	
Kaninchen_erfahren	4	
Kanadier_fahren	4	
Kampf_schweben	4	
Jungfrau_geboren	4	
Job_anfragen	4	
Immuno_gen	4	
Hochdruck_reinigen	4	
Hobby_programmieren	4	
Hirn_gesunden	4	
Hindernis_laufen	4	
Herz_schlagen	4	
Hersteller_eigen	4	
Hersteller_angeben	4	
Herr_unterladen	4	
Hensch_hausen	4	
Heli_fliegen	4	
Heim_nachschauen	4	
Haut_brennen	4	
Haut_betroffen	4	
Haus_gebacken	4	
Haus_eigen	4	
Harnisch_fechten	4	
Handy_surfen	4	
Handy_fasten	4	
Hand_lesen	4	
Hand_aufhalten	4	
Hand_aufgezogen	4	
Haft_versagen	4	
Haar_tollen	4	
Haar_färben	4	
Grund_empfinden	4	
Grund_denken	4	
Grill_anzünden	4	
Gras_rauchen	4	
Gras_mähen	4	
Gold_machen	4	
Gewinde_bohren	4	
Gewicht_ziehen	4	
Gesetz_geben	4	
Genuss_biken	4	
Geld_einnehmen	4	
Geld_drucken	4	
Gegeneinander_wirken	4	
Gebrauch_machen	4	
Gans_schlagen	4	
Futter_mischen	4	
Futter_geben	4	
Frist_gebunden	4	
Forst_mulchen	4	
Form_denken	4	
Fläschchen_geben	4	
Flyer_verteilen	4	
Florett_fechten	4	
Fisch_picken	4	
Finanz_behören	4	
Film_erleben	4	
Feuer_anzünden	4	
Fest_sitzen	4	
Fest_brennen	4	
Fest_beschlossen	4	
Feedback_geben	4	
Faden_ziehen	4	
Essen_machen	4	
Erlebnis_haften	4	
Energie_verbraten	4	
Ekel_empfinden	4	
Eis_holen	4	
Druck_anfragen	4	
Draht_ziehen	4	
Drachen_reiten	4	
Donner_büxen	4	
Dominanz_gebaren	4	
Differenz_denken	4	
Diesel_fahren	4	
Deuterium_brennen	4	
Dauer_versagen	4	
Dauer_quatschen	4	
Dauer_piepsen	4	
Dauer_kommunizieren	4	
Dauer_brummen	4	
Dauer_brennen	4	
Dampf_baden	4	
Computer_denken	4	
Chili_asten	4	
Butter_machen	4	
Brunnen_bauen	4	
Bronze_gießen	4	
Break_dancen	4	
Bogen_treten	4	
Bogen_bauen	4	
Blut_untersuchen	4	
Blut_nehmen	4	
Blatt_machen	4	
Bild_haften	4	
Bezug_nehmen	4	
Besitz_streben	4	
Beschwerde_begehren	4	
Bericht_erstatten	4	
Berg_hochfahren	4	
Berg_gehen	4	
Berg_bauen	4	
Benutzer_anfragen	4	
Beispiel_anfragen	4	
Beipack_strippen	4	
Baum_aufstellen	4	
Bauch_einziehen	4	
Barock_reiten	4	
Band_ansagen	4	
Ball_spielen	4	
Ball_fangen	4	
Bahn_gehen	4	
Auto_fasten	4	
Ausschlag_geben	4	
Auge_behalten	4	
Aufnahme_begehren	4	
Asyl_vorbringen	4	
Apfel_schälen	4	
Anteil_haben	4	
Anschluss_fahren	4	
Angst_erleben	4	
Angst_empfinden	4	
Alu_fegen	4	
Altar_weihen	4	
Alk_anketten	4	
Akquise_anschreiben	4	
Abwahl_begehren	4	
Abbild_haften	4	
Übernahme_begehren	3	
Öl_nachfüllen	3	
Öl_einfüllen	3	
Zuschauer_einahmen	3	
Zottel_fransen	3	
Zoo_landen	3	
Zirkus_wägen	3	
Zirkus_machen	3	
Zins_rechnen	3	
Zins_begehren	3	
Zimmer_durchsuchen	3	
Zeugnis_ablegen	3	
Zement_gebunden	3	
Zeit_zeugen	3	
Zeit_kaufen	3	
Zeit_absitzen	3	
Zeichen_setzen	3	
Zeichen_geben	3	
Zauber_weben	3	
Zahn_hausen	3	
Zahn_ausziehen	3	
Yacht_besitzen	3	
Wunder_bauen	3	
Wissen_müssen	3	
Winde_hausen	3	
Whisky_trinken	3	
Wetter_machen	3	
Wetter_leuchten	3	
West_rügen	3	
West_hoffen	3	
Welt_erkennen	3	
Wein_verkosten	3	
Wein_kaufen	3	
Weg_zappen	3	
Weg_tauchen	3	
Weg_sperren	3	
Weg_schütten	3	
Weg_schnarchen	3	
Weg_scheuchen	3	
Weg_rutschen	3	
Weg_kucken	3	
Weg_brechen	3	
Weg_bleiben	3	
Weg_beten	3	
Web_loggen	3	
Wasserstoff_betrieben	3	
Wasser_ziehen	3	
Wasser_tanken	3	
Wasser_panschen	3	
Wasser_fasten	3	
Wasser_einfüllen	3	
Wasser_ablassen	3	
Wal_fangen	3	
Wahn_hausen	3	
Wahn_erleben	3	
Wagen_ziehen	3	
Volte_gieren	3	
Vogel_richten	3	
Video_drehen	3	
Video_chatten	3	
Video_abspielen	3	
Vertreter_verschulden	3	
Vers_trauen	3	
Verbund_gießen	3	
Van_dalisten	3	
User_anfragen	3	
Uhr_ticken	3	
Tür_klopfen	3	
Tür_aufmachen	3	
Tür_aufhalten	3	
Turnier_absagen	3	
Tunnel_bohren	3	
Tunnel_begehren	3	
Treibstoff_schwappen	3	
Traum_geben	3	
Transport_wägen	3	
Transfer_denken	3	
Trab_reiten	3	
Tor_specken	3	
Topf_gucken	3	
Tomahawk_werfen	3	
Thüringen_hausen	3	
Theater_fechten	3	
Terrorismus_verdächtigen	3	
Termin_absprechen	3	
Teppich_klopfen	3	
Teller_waschen	3	
Telefon_abhören	3	
Teilnahme_bedingen	3	
Technik_betroffen	3	
Tau_laufen	3	
Tarif_vergleichen	3	
Tarif_unterworfen	3	
Tarif_gebunden	3	
Tafel_zeichnen	3	
Tabak_kauen	3	
System_aufstellen	3	
Symbol_denken	3	
Support_willigen	3	
Subjekt_empfinden	3	
Streit_befangen	3	
Strang_pressen	3	
Strahl_getrieben	3	
Stoß_lüften	3	
Stollen_reiten	3	
Stock_abwehren	3	
Stiefel_werfen	3	
Stich_fechten	3	
Stereo_sehen	3	
Steinchen_werfen	3	
Stein_fließen	3	
Stecker_ausziehen	3	
Stecken_bleiben	3	
Stand_halten	3	
Staffel_bewerben	3	
Spinne_weben	3	
Spiel_überlegen	3	
Spiel_knurren	3	
Spiel_bezogen	3	
Speichel_schlürfen	3	
Speed_fahren	3	
Specht_hausen	3	
Spargel_schälen	3	
Sound_empfinden	3	
Song_texten	3	
Song_ansagen	3	
Sonder_verkehren	3	
Sonde_hausen	3	
Skorpion_geboren	3	
Silizium_brennen	3	
Silber_weben	3	
Sieb_drucken	3	
Sessel_kleben	3	
Segel_aufholen	3	
Schwung_einleiten	3	
Schweiß_abwischen	3	
Schwein_hausen	3	
Schweden_baken	3	
Schulter_tippen	3	
Schuh_testen	3	
Schrift_setzen	3	
Schornstein_fegen	3	
Schnäppchen_jagen	3	
Schnuller_lutschen	3	
Schnorchel_tauchen	3	
Schnitt_zeichnen	3	
Schnee_räumen	3	
Schnee_laufen	3	
Schloss_öffnen	3	
Schlamm_werfen	3	
Schimmel_befallen	3	
Schienbein_treten	3	
Schieds_richten	3	
Schaum_baden	3	
Schau_sieden	3	
Schau_schnitzen	3	
Sauerstoff_brennen	3	
Sander_hausen	3	
Saft_trinken	3	
Sabbat_halten	3	
Rücken_aufwölben	3	
Rum_testen	3	
Rum_streunen	3	
Rum_irren	3	
Rum_diskutieren	3	
Ruder_legen	3	
Ruder_gehen	3	
Rudel_laufen	3	
Routine_anfragen	3	
Rodeo_reiten	3	
Roadster_fahren	3	
Ritter_spornen	3	
Riss_zeichnen	3	
Ring_fahren	3	
Rheuma_betroffen	3	
Revier_beißen	3	
Rest_klaffen	3	
Reporter_knutschen	3	
Rennen_fahren	3	
Reise_erfahren	3	
Reifen_umziehen	3	
Reifen_drehen	3	
Regen_machen	3	
Regel_denken	3	
Raum_lassen	3	
Raum_bezogen	3	
Raster_denken	3	
Rache_denken	3	
Quatsch_machen	3	
Puls_fühlen	3	
Prozess_übereinkommen	3	
Prozess_haften	3	
Prozess_begehren	3	
Projekt_nebenkosten	3	
Projekt_beteiligen	3	
Programm_aufrufen	3	
Profi_boxen	3	
Produkt_testen	3	
Produkt_bezogen	3	
Probe_werfen	3	
Probe_trinken	3	
Probe_stehen	3	
Probe_liegen	3	
Probe_installieren	3	
Preis_gebaren	3	
Preis_empfinden	3	
Preis_bloggen	3	
Predigt_hören	3	
Porträt_zeichnen	3	
Polo_cruisen	3	
Polizei_wägen	3	
Pogo_tanzen	3	
Player_killen	3	
Platz_verweißen	3	
Platz_eigen	3	
Pizza_backen	3	
Pizza_ausfahren	3	
Pixel_zählen	3	
Pille_poppen	3	
Pik_nicken	3	
Phänomen_geben	3	
Pfeil_schießen	3	
Person_verstehen	3	
Penalty_werfen	3	
Passwort_anfragen	3	
Passwort_abfragen	3	
Panik_machen	3	
Ost_hausen	3	
Orden_schießen	3	
Orakel_nehmen	3	
Obst_schnitzen	3	
Nebeneinander_stehen	3	
Nebeneinander_herleben	3	
Nebel_werfen	3	
Natur_gewachsen	3	
Natur_gebunden	3	
Natur_erwachen	3	
Natur_bezogen	3	
Name_vergessen	3	
Nahtod_erfahren	3	
Nacht_biken	3	
Nacht_baden	3	
Müll_vermeiden	3	
Müll_sacken	3	
Möbel_kaufen	3	
Männchen_machen	3	
Mut_zusprechen	3	
Muskel_aufbauen	3	
Musik_produzieren	3	
Musik_antischen	3	
Mus_herkreisen	3	
Mulm_absaugen	3	
Motor_brummen	3	
Motor_absterben	3	
Mosaik_schießen	3	
Mord_aufrufen	3	
Moos_hausen	3	
Moos_bewachsen	3	
Molke_fasten	3	
Mol_lynchen	3	
Mode_empfinden	3	
Miteinander_gehen	3	
Miss_glücken	3	
Militär_schießen	3	
Militär_einsetzen	3	
Milch_geben	3	
Mikro_wachsen	3	
Migräne_betroffen	3	
Metropolit_anräumen	3	
Metro_fahren	3	
Messe_dienen	3	
Mensch_geworden	3	
Mauer_erarbeiten	3	
Material_versagen	3	
Mahl_halten	3	
Magen_ziehen	3	
Magen_jucken	3	
Magen_auspumpen	3	
Macht_haben	3	
Macht_gebaren	3	
Macht_ausüben	3	
Lüfter_jaulen	3	
Löwe_geboren	3	
Lärm_machen	3	
Luft_jagen	3	
Luft_aufstoßen	3	
Luft_aufpumpen	3	
Lotos_geboren	3	
Lizenz_anfragen	3	
Lithium_brennen	3	
Lied_singen	3	
Licht_schießen	3	
Licht_erlöschen	3	
Leinen_ziehen	3	
Leine_gehen	3	
Lein_roden	3	
Leerlauf_schwanken	3	
Leder_knautschen	3	
Leben_retten	3	
Laster_haften	3	
Laser_trennen	3	
Laser_schießen	3	
Langzeit_fasten	3	
Land_verkehren	3	
Lack_hausen	3	
Kür_reiten	3	
Käfig_tauchen	3	
Käffchen_trinken	3	
Kunststoff_beschichten	3	
Kunst_machen	3	
Kunst_laufen	3	
Kunst_erleben	3	
Kuh_reiten	3	
Krümel_denken	3	
Kreuz_anspannen	3	
Kredit_willigen	3	
Kredit_vergleichen	3	
Krach_machen	3	
Kot_hausen	3	
Kostüm_springen	3	
Kost_hausen	3	
Korso_fahren	3	
Korrektur_reiten	3	
Korken_knallen	3	
Kopf_ausrichten	3	
Kopf_abhacken	3	
Kontur_schweißen	3	
Kontrast_empfinden	3	
Kontakt_knüpfen	3	
Kontakt_aufnehmen	3	
Konferenz_dolmetschen	3	
Kolonne_fahren	3	
Koka_kauen	3	
Kohärenz_empfinden	3	
Kohl_zählen	3	
Kind_erzeugen	3	
Kind_bezogen	3	
Kick_erspielen	3	
Kick_boxen	3	
Keiler_schießen	3	
Kegel_schießen	3	
Kauf_nehmen	3	
Katapult_schießen	3	
Katamaran_fahren	3	
Karriere_machen	3	
Kaninchen_züchten	3	
Kaffeesatz_lesen	3	
Kaffee_umrühren	3	
Kaffee_aufbrühen	3	
Kabel_tauschen	3	
Kabel_durchschneiden	3	
Jünger_machen	3	
Justiz_versagen	3	
Jugend_reisen	3	
Jugend_austauschen	3	
Jachen_hausen	3	
Item_geilen	3	
Intelligenz_testen	3	
Humor_empfinden	3	
Huf_auskratzen	3	
Horn_hausen	3	
Hopfen_zupfen	3	
Honig_rühren	3	
Honig_dazugeben	3	
Homepage_bauen	3	
Holz_wollen	3	
Holz_schäften	3	
Holz_legen	3	
Holz_fahren	3	
Hochwasser_betroffen	3	
Hochseil_gehen	3	
Hirn_ficken	3	
Heu_holen	3	
Herz_erbarmen	3	
Herz_bluten	3	
Herr_ausnehmen	3	
Helm_aufziehen	3	
Helikopter_fliegen	3	
Heimat_verblieben	3	
Heim_zukommen	3	
Heim_geblieben	3	
Heck_einstellen	3	
Heck_angetrieben	3	
Haus_aufgeben	3	
Harz_panschen	3	
Harmonie_empfinden	3	
Hand_wägen	3	
Hand_gebunden	3	
Hammer_bohren	3	
Hals_abschneiden	3	
Haar_trocknen	3	
Haar_trocken	3	
Haar_fransen	3	
Haar_abschneiden	3	
Grund_verschieden	3	
Grund_rechnen	3	
Grund_legen	3	
Granat_werfen	3	
Gott_gegeben	3	
Gott_erfahren	3	
Gold_verkaufen	3	
Glück_schießen	3	
Glut_brennen	3	
Gleis_verlegen	3	
Glas_ätzen	3	
Glas_schleifen	3	
Gitter_nagen	3	
Giebel_hausen	3	
Gewinde_drehen	3	
Gewicht_machen	3	
Gewalt_erleben	3	
Gewalt_betroffen	3	
Geschirr_trocknen	3	
Geräusch_empfinden	3	
General_vermieten	3	
Gen_dringen	3	
Geld_waschen	3	
Geld_vernichten	3	
Geld_vermehren	3	
Geld_verleihen	3	
Geld_tauschen	3	
Geld_geilen	3	
Geld_fälschen	3	
Geld_beschaffen	3	
Geist_wirken	3	
Geist_erfahren	3	
Gedächtnis_gucken	3	
Gedicht_aufsagen	3	
Gebäude_einstürzen	3	
Gast_anfragen	3	
Gas_wägen	3	
Gas_schweißen	3	
Gas_freimachen	3	
Gas_fahren	3	
Gas_bohren	3	
Gas_anlegen	3	
Garn_bleichen	3	
Führer_denken	3	
Fuß_lahmen	3	
Fuß_klopfen	3	
Fuß_exerzieren	3	
Futter_machen	3	
Fuchs_bauen	3	
Frühling_erwachen	3	
Frucht_bringen	3	
Fron_leiten	3	
Frequenz_hüpfen	3	
Freizeit_erleben	3	
Fond_gebunden	3	
Flug_anfragen	3	
Fluch_beladen	3	
Floß_fahren	3	
Fleisch_fressen	3	
Fleck_entfernen	3	
Finger_spreizen	3	
Finger_kauen	3	
Filter_reinigen	3	
Film_verstehen	3	
Film_sieden	3	
Film_einspulen	3	
Feuer_geschworen	3	
Fest_zulegen	3	
Ferien_machen	3	
Fenster_springen	3	
Fellchen_kraulen	3	
Fell_kraulen	3	
Fell_knäulen	3	
Feierabend_läuten	3	
Fehler_finden	3	
Feder_zeichnen	3	
Faust_abwehren	3	
Fallschirm_gleiten	3	
Fall_bespielen	3	
Fairness_denken	3	
Essen_bringen	3	
Erlebnis_kochen	3	
Erkenntnis_bemühen	3	
Energie_verschwenden	3	
Eltern_anfragen	3	
Elfmeter_schinden	3	
Elektro_schocken	3	
Eisen_landen	3	
Eis_machen	3	
Einsatz_tauchen	3	
Ei_necken	3	
Ei_erschießen	3	
Ego_denken	3	
Eber_hausen	3	
Duell_schießen	3	
Druck_vorkosten	3	
Druck_entlasten	3	
Druck_ausüben	3	
Drops_ätzen	3	
Dressur_fahren	3	
Draht_gebunden	3	
Drache_geboren	3	
Dorn_hausen	3	
Donner_krachen	3	
Dom_springen	3	
Ding_haften	3	
Diagnose_bezogen	3	
Detail_anfragen	3	
Demokratie_versagen	3	
Deck_anfragen	3	
Dauer_telefonieren	3	
Dauer_klicken	3	
Dauer_killen	3	
Dauer_hören	3	
Dauer_dröhnen	3	
Dauer_blinken	3	
Datenbank_installieren	3	
Dampf_pflügen	3	
Dampf_betrieben	3	
Comic_haften	3	
Club_bestehen	3	
Chef_duzen	3	
Cannabis_rauchen	3	
Cannabis_erfahren	3	
Camping_platzen	3	
Busen_grapschen	3	
Buckel_schweißen	3	
Buch_holzen	3	
Brötchen_verdienen	3	
Browser_eigen	3	
Branntwein_trinken	3	
Borderline_betroffen	3	
Boot_stauchen	3	
Bob_hausen	3	
Blut_ziehen	3	
Blut_spenden	3	
Blut_speien	3	
Blick_abwenden	3	
Blei_schroten	3	
Blatt_abwerfen	3	
Bild_ersehen	3	
Bild_einstellen	3	
Bild_denken	3	
Bibel_lesen	3	
Biathlon_schießen	3	
Bestseller_fressen	3	
Bescheid_geben	3	
Beinchen_heben	3	
Beat_matchen	3	
Baum_wollen	3	
Baum_schlagen	3	
Baum_geboren	3	
Bauch_schlafen	3	
Batterie_aufladen	3	
Batterie_abklemmen	3	
Banner_klicken	3	
Band_weben	3	
Ball_wegschießen	3	
Ball_stoppen	3	
Ball_laufen	3	
Bahn_schweißen	3	
Autonomie_erleben	3	
Auto_vermieten	3	
Auto_schieben	3	
Auto_bauen	3	
Arsch_treten	3	
Arbeitsplatz_bezogen	3	
Arbeitnehmer_begehren	3	
Aral_tanken	3	
Anteil_geben	3	
Anspruch_denken	3	
Angst_denken	3	
Anfang_willigen	3	
Analogie_denken	3	
Alu_schweißen	3	
Allergie_betroffen	3	
Alexander_hausen	3	
Akt_modellieren	3	
Akne_betroffen	3	
Agentur_bestehen	3	
After_jucken	3	
Advent_singen	3	
Achilles_sehen	3	
Abt_hausen	3	
Öl_schlagen	2	
Öl_lecken	2	
Öl_gelen	2	
Ärger_erleben	2	
Züchter_anfragen	2	
Zuschauer_anrufen	2	
Zusatz_einahmen	2	
Zug_schießen	2	
Zufall_bringen	2	
Zuchthaus_gefangen	2	
Zucht_gebaren	2	
Zoo_geboren	2	
Zirkel_üben	2	
Zins_ätzen	2	
Zinn_gießen	2	
Zimmer_legen	2	
Zimmer_anfragen	2	
Zier_steifen	2	
Zier_punzen	2	
Zement_placken	2	
Zeit_überbrücken	2	
Zeit_umherlaufen	2	
Zeit_rauchen	2	
Zeit_ebnen	2	
Zeit_denken	2	
Zeit_abnehmen	2	
Zebra_spotten	2	
Zaun_aufstellen	2	
Zahn_reißen	2	
Wärme_einbringen	2	
Wurst_machen	2	
Wurst_kochen	2	
Wurst_aufholen	2	
Wurm_baden	2	
Wunder_heilen	2	
Wort_halten	2	
Wort_abschneiden	2	
Wolle_färben	2	
Wolf_ramschen	2	
Wohnmobil_fahren	2	
Wodka_trinken	2	
Winter_reiten	2	
Winter_campen	2	
Wind_heulen	2	
Wind_fegen	2	
Wimpel_schießen	2	
Wiese_baden	2	
Wiederaufnahme_begehren	2	
Widder_geboren	2	
Wettkampf_erfahren	2	
Wetter_läuten	2	
Wetter_erscheinen	2	
Wetter_bedingen	2	
West_erwellen	2	
Werwolf_erwachen	2	
Werkzeug_denken	2	
Werk_zeichnen	2	
Welt_vermessen	2	
Welt_retten	2	
Welt_regieren	2	
Welt_erfassen	2	
Welt_begreifen	2	
Weißwurst_kochen	2	
Wein_einschenken	2	
Wein_bloggen	2	
Weihnacht_singen	2	
Weg_wälzen	2	
Weg_schubsen	2	
Weg_schnippen	2	
Weg_rollen	2	
Weg_reiten	2	
Weg_qualmen	2	
Weg_nicken	2	
Weg_loben	2	
Weg_kuschen	2	
Weg_geschoben	2	
Weg_fausten	2	
Weg_dösen	2	
Weg_beamen	2	
Wecker_läuten	2	
Wasser_starten	2	
Wasser_sprühen	2	
Wasser_schöpfen	2	
Wasser_schlagen	2	
Wasser_saufen	2	
Wasser_nachfüllen	2	
Wasser_glucksen	2	
Wasser_getrieben	2	
Wasser_geben	2	
Wasser_fahren	2	
Wasser_einspritzen	2	
Wasser_eindringen	2	
Wasser_bändigen	2	
Wasser_ausschwemmen	2	
Wasser_abpumpen	2	
Wandel_wohnen	2	
Wand_schlagen	2	
Wand_fahren	2	
Wand_ermüden	2	
Wand_drehen	2	
Wand_aufstemmen	2	
Wand_aufgreifen	2	
Walter_hausen	2	
Wall_haben	2	
Wagner_singen	2	
Wagen_lenken	2	
Waffe_zerreißen	2	
Vulkan_grollen	2	
Vorsorge_willigen	2	
Vogel_zirpen	2	
Vogel_zeigen	2	
Vogel_singen	2	
Vogel_jagen	2	
Vogel_fangen	2	
Vogel_beobachten	2	
Vogel_anbringen	2	
Video_konvertieren	2	
