# Frequency list

# Corpus: decow16a-nano
# Query:  "[A-ZÄÖÜ][a-zäöüß]+_\+=?[a-z]+_[a-zäöüß]+en" 20020

# Frequency limit: 0


Full nominal compound analysis	Frequency	
Wohlstand_+s_balgen	1	
Wohlstand_+s_absinken	1	
Wohlfahrt_+s_denken	1	
Wohlfahrt_+s_bezogen	1	
Woche_+n_sieden	1	
Woche_+n_enden	1	
Witterung_+s_empfinden	1	
Wissenschaft_+s_denken	1	
Wissenschaft_+s_bezogen	1	
Wissenschaft_+s_betreiben	1	
Wissenschaft_+en_studieren	1	
Wissen_+s_anfragen	1	
Wirtschaft_+s_wägen	1	
Wirtschaft_+s_ausfirmen	1	
Wirt_+s_unterarten	1	
Wirt_+s_leiten	1	
Wirbelsäule_+n_erkranken	1	
Wirbelsäule_+n_beschmerzen	1	
Windmühle_+n_haben	1	
Wimper_+n_zupfen	1	
Wimper_+n_klopfen	1	
Wille_+ns_mäßigen	1	
Wille_+ns_denken	1	
Wildschwein_+e_töten	1	
Wiese_+n_schnacken	1	
Wiese_+n_hausen	1	
Wiese_+n_baden	1	
Wiederholung_+s_schleifen	1	
Wiederholung_+s_auftreten	1	
Wiedereinsetzung_+s_vorbringen	1	
Wiederaufarbeitung_+s_anlegen	1	
Widerstand_+s_verdampfen	1	
Widerspruch_+=e_überwinden	1	
Widerruf_+s_verwahren	1	
Wettbewerb_+s_weihen	1	
Wettbewerb_+s_schießen	1	
Wettbewerb_+s_fliegen	1	
Wettbewerb_+s_erfahren	1	
Weste_+n_reiten	1	
Wertung_+s_weihen	1	
Wertung_+s_singen	1	
Wertung_+s_kochen	1	
Wertigkeit_+s_denken	1	
Wert_+e_verwirklichen	1	
Wert_+e_verteilen	1	
Wert_+e_gebunden	1	
Werk_+s_tunen	1	
Werk_+s_mäßigen	1	
Werk_+s_eigen	1	
Werbung_+s_kosen	1	
Welt_+en_stoßen	1	
Welt_+en_retten	1	
Welt_+en_erschaffen	1	
Welt_+en_empfinden	1	
Welpe_+n_spielen	1	
Welpe_+n_shoppen	1	
Welpe_+n_reservieren	1	
Welpe_+n_raufen	1	
Welle_+n_toben	1	
Welle_+n_machen	1	
Welle_+n_annehmen	1	
Welle_+n_abreiten	1	
Weiterbeschäftigung_+s_begehren	1	
Weisheit_+s_denken	1	
Weise_+n_weihen	1	
Wein_+e_machen	1	
Weihnacht_+s_trinken	1	
Weihnacht_+s_schlemmen	1	
Weihnacht_+s_läuten	1	
Weihnacht_+s_hausen	1	
Weihnacht_+s_gebaren	1	
Weihnacht_+s_fressen	1	
Weihnacht_+s_flüchten	1	
Weihnacht_+s_fahren	1	
Weihnacht_+s_blasen	1	
Weihnacht_+s_backen	1	
Weihnacht_+s_anschreiben	1	
Weihnacht_+s_anleuchten	1	
Weihnacht_+s_anfragen	1	
Weiche_+n_schalten	1	
Weib_+er_stöhnen	1	
Wehr_+s_hausen	1	
Weg_+e_suchen	1	
Weg_+e_gehen	1	
Weg_+e_abziehen	1	
Warnung_+s_empfinden	1	
Ware_+n_zeichnen	1	
Wanze_+n_setzen	1	
Wanne_+n_baden	1	
Wange_+n_schlagen	1	
Wange_+n_knocken	1	
Wandlung_+s_läuten	1	
Wander_+n_gehen	1	
Wand_+=e_einreißen	1	
Wallfahrt_+s_denken	1	
Wal_+s_hausen	1	
Wal_+s_erfragen	1	
Wahrscheinlichkeit_+s_empfinden	1	
Wahrnehmung_+s_bezogen	1	
Wahrheit_+s_denken	1	
Waffe_+n_wählen	1	
Waffe_+n_produzieren	1	
Waffe_+n_erfahren	1	
Waffe_+n_ablegen	1	
Wade_+n_haben	1	
Wache_+n_buchen	1	
Waagschale_+n_denken	1	
Völkerrecht_+s_denken	1	
Vögel_+n_nachzustellen	1	
Vorurteil_+s_empfinden	1	
Vortrag_+s_willigen	1	
Vorteil_+s_empfinden	1	
Vorstellung_+s_reiten	1	
Vorstellung_+s_mäßigen	1	
Vorstellung_+s_bezogen	1	
Vorstellung_+s_begehren	1	
Vorstellung_+en_basieren	1	
Vorstand_+s_schießen	1	
Vorstand_+s_gebaren	1	
Vorsicht_+s_walten	1	
Vorsicht_+s_denken	1	
Vorschrift_+en_gewähren	1	
Vorrunde_+n_vergleichen	1	
Vorrat_+s_schütten	1	
Vorrat_+s_kochen	1	
Vorrat_+=e_anlegen	1	
Vormonat_+s_vergleichen	1	
Vormacht_+s_streben	1	
Vorlesung_+s_aufzeichnen	1	
Vorlesung_+en_hören	1	
Vorlese_+n_lassen	1	
Vorgang_+s_bezogen	1	
Vorgabe_+n_vorliegen	1	
Volkshochschule_+n_bauen	1	
Volk_+s_versagen	1	
Volk_+s_vergessen	1	
Volk_+s_verbunden	1	
Volk_+s_raunen	1	
Volk_+s_musizieren	1	
Volk_+s_haften	1	
Volk_+s_ersuchen	1	
Volk_+s_eigen	1	
Volk_+s_bezogen	1	
Volk_+s_bestehlen	1	
Volk_+s_belügen	1	
Volk_+s_beauftragen	1	
Volk_+s_aufbegehren	1	
Volk_+=er_wallen	1	
Vitrine_+n_umräumen	1	
Vitalität_+s_erleben	1	
Viertel_+s_hausen	1	
Video_+s_darstellen	1	
Veröffentlichung_+s_scheuen	1	
Veränderung_+s_vibrieren	1	
Verzicht_+s_empfinden	1	
Verzahnung_+s_fräsen	1	
Verwirrtheit_+s_denken	1	
Verwertung_+s_gebaren	1	
Verwaltung_+s_unterworfen	1	
Verwaltung_+s_denken	1	
Verträglichkeit_+s_testen	1	
Vertrieb_+s_vorkosten	1	
Vertrieb_+s_nahen	1	
Vertrag_+s_gebaren	1	
Vertrag_+s_bedingen	1	
Verteilung_+s_denken	1	
Verteidigung_+s_denken	1	
Verteidigung_+s_anlangen	1	
Versöhnung_+s_eingreifen	1	
Verspätung_+s_zuschlagen	1	
Versorgung_+s_optimieren	1	
Versorgung_+s_denken	1	
Versorgung_+s_betroffen	1	
Versorgung_+s_begehren	1	
Versicherung_+s_vertreten	1	
Versicherung_+s_gebaren	1	
Versicherung_+s_eigen	1	
Versicherung_+s_denken	1	
Versicherung_+s_beginnen	1	
Versicherung_+s_anfragen	1	
Versicherung_+en_besitzen	1	
Versetzung_+s_begehren	1	
Verrechnung_+s_einreden	1	
Verpflichtung_+s_willigen	1	
Verpflichtung_+s_begehren	1	
Vernünftigkeit_+s_erwachsen	1	
Vernutzung_+s_denken	1	
Vermittlung_+s_ersuchen	1	
Vermittlung_+s_bezogen	1	
Vermittlung_+s_anfragen	1	
Vermehrung_+s_sauen	1	
Vermarktung_+s_getrieben	1	
Verlängerung_+s_begehren	1	
Verlust_+e_haben	1	
Verlag_+s_einahmen	1	
Verlag_+s_bestehen	1	
Verlag_+s_anschreiben	1	
Verkleidung_+s_vibrieren	1	
Verkehr_+s_auskommen	1	
Verkauf_+s_nebenkosten	1	
Verkauf_+s_gebaren	1	
Verkauf_+s_bezogen	1	
Verhinder_+n_wollen	1	
Verhandlung_+s_begehren	1	
Verhalten_+s_testen	1	
Vergnügung_+s_schießen	1	
Vergleich_+s_denken	1	
Vergangenheit_+s_bezogen	1	
Vergangenheit_+s_beladen	1	
Verfügbarkeit_+s_denken	1	
Verfügbarkeit_+s_anfragen	1	
Verfassung_+s_richten	1	
Verfassung_+s_denken	1	
Verfassung_+s_bloggen	1	
Verfall_+s_denken	1	
Verfahren_+s_unterworfen	1	
Verfahren_+s_denken	1	
Verfahren_+s_bezogen	1	
Vereinigung_+s_denken	1	
Verein_+s_vorgeschrieben	1	
Verein_+s_vertreten	1	
Verein_+s_verstoßen	1	
Verein_+s_verschulden	1	
Verein_+s_singen	1	
Verein_+s_offen	1	
Verein_+s_nebenkosten	1	
Verein_+s_denken	1	
Verein_+s_antauchen	1	
Verbrauch_+s_gebunden	1	
Verbrauch_+s_bauen	1	
Verbindung_+s_nahen	1	
Verbindung_+s_beauftragen	1	
Verband_+s_wägen	1	
Verband_+s_offen	1	
Verband_+s_gebunden	1	
Verband_+=e_stattfinden	1	
Veranstaltung_+s_bezogen	1	
Veranstaltung_+s_ankündigen	1	
Veranstaltung_+s_absagen	1	
Vene_+n_gesunden	1	
Vektor_+en_bilden	1	
Vater_+s_anzutreten	1	
Varietät_+en_umschalten	1	
Variante_+n_vergleichen	1	
Variable_+n_klauben	1	
Urteil_+s_empfinden	1	
Ursprung_+s_denken	1	
Ursache_+n_forschen	1	
Ursache_+n_denken	1	
Ursache_+n_bezogen	1	
Urne_+n_kaufen	1	
Urne_+n_erwerben	1	
Urlaub_+s_wohnen	1	
Urlaub_+s_anfragen	1	
Update_+s_installieren	1	
Unterschrift_+en_begehren	1	
Unterrichtung_+s_fahren	1	
Unterricht_+s_beginnen	1	
Unternehmen_+s_vergleichen	1	
Unternehmen_+s_bestehen	1	
Unternehmen_+s_beraten	1	
Unternehmen_+s_anfragen	1	
Unterhaltung_+s_erleben	1	
Unterhalt_+s_übereinkommen	1	
Unrecht_+s_erleben	1	
Unrecht_+s_denken	1	
Unmut_+s_knurren	1	
Unmut_+s_bekunden	1	
Uniform_+en_kennenlernen	1	
Unheil_+s_ansagen	1	
Unglück_+s_empfinden	1	
Unfriede_+n_hausen	1	
Unabhängigkeit_+s_denken	1	
Umzug_+s_helfen	1	
Umzug_+s_erfahren	1	
Umstieg_+s_willigen	1	
Umgehung_+s_gerinnen	1	
Umgang_+s_berechtigen	1	
Umfrage_+n_anfragen	1	
Uhr_+en_umstellen	1	
Uhr_+en_ticken	1	
Uhr_+en_bauen	1	
Tüte_+n_schleppen	1	
Tüte_+n_fliegen	1	
Tüte_+n_abladen	1	
Tätigkeit_+en_verrichten	1	
Tätigkeit_+en_resultieren	1	
Typologie_+n_widmen	1	
Type_+n_zeichnen	1	
Typ_+en_fasten	1	
Turbine_+n_versagen	1	
Turbine_+n_untergraben	1	
Tunte_+n_kicken	1	
Tulpe_+n_züchten	1	
Tuch_+=er_schwenken	1	
Träne_+n_vergießen	1	
Träne_+n_laufen	1	
Truppe_+n_verschieben	1	
Truppe_+n_auflösen	1	
Trompete_+n_aufbauen	1	
Trockenheit_+s_empfinden	1	
Trinität_+s_denken	1	
Triebwerk_+s_brummen	1	
Treppe_+n_runtersteigen	1	
Treppe_+n_runtergehen	1	
Treppe_+n_hüpfen	1	
Treppe_+n_fegen	1	
Treppe_+n_anlangen	1	
Trennung_+s_verschulden	1	
Trennung_+s_denken	1	
Traum_+=e_verwirklichen	1	
Traum_+=e_merken	1	
Traube_+n_treten	1	
Traube_+n_schmecken	1	
Traube_+n_naschen	1	
Transaktion_+s_nebenkosten	1	
Traktor_+en_brummen	1	
Training_+s_werfen	1	
Training_+s_springen	1	
Training_+s_saufen	1	
Training_+s_rauchen	1	
Training_+s_fechten	1	
Training_+s_bedingen	1	
Tradition_+s_strecken	1	
Tradition_+s_singen	1	
Tradition_+s_kochen	1	
Tradition_+s_denken	1	
Tourist_+en_überlaufen	1	
Tourist_+en_absagen	1	
Tour_+en_radfahren	1	
Tour_+en_leiten	1	
Totalität_+s_denken	1	
Torte_+n_backen	1	
Tor_+e_vermeiden	1	
Tor_+e_treten	1	
Topf_+=e_schrubben	1	
Topf_+=e_schlagen	1	
Topf_+=e_aufstellen	1	
Tonne_+n_schießen	1	
Tonalität_+s_empfinden	1	
Ton_+=e_schänden	1	
Tomate_+n_züchten	1	
Tomate_+n_verpflanzen	1	
Tomate_+n_schnitzen	1	
Toilette_+n_wägen	1	
Toilette_+n_reinigen	1	
Toilette_+n_gehen	1	
Toilette_+n_fließen	1	
Titte_+n_zeigen	1	
Titte_+n_hüpfen	1	
Titte_+n_ficken	1	
Tisch_+e_verschieben	1	
Tinte_+n_machen	1	
Tinte_+n_löschen	1	
Tier_+e_bestimmen	1	
Tiefe_+n_sehen	1	
Tiefe_+n_gravieren	1	
Tiefe_+n_empfinden	1	
Tiefe_+n_beeichen	1	
Theorie_+n_vergleichen	1	
Textur_+en_aufploppen	1	
Text_+e_verfassen	1	
Teufel_+s_besessen	1	
Teufel_+s_anbeten	1	
Testament_+s_übereinkommen	1	
Terrorist_+en_bekämpfen	1	
Termin_+e_stehen	1	
Teil_+e_kaufen	1	
Teil_+e_ersetzen	1	
Teig_+e_kneten	1	
Taubheit_+s_empfinden	1	
Taube_+n_züchten	1	
Taube_+n_gurren	1	
Taube_+n_gießen	1	
Taube_+n_abwehren	1	
Tatze_+n_schlagen	1	
Tatsache_+n_feststellen	1	
Tat_+en_begehen	1	
Taste_+n_qualmen	1	
Taste_+n_picken	1	
Taste_+n_kloppen	1	
Taste_+n_betätigen	1	
Tasse_+n_ziehen	1	
Tasse_+n_werfen	1	
Tasche_+n_kriechen	1	
Tasche_+n_auspacken	1	
Tasche_+n_abstellen	1	
Tarif_+e_durchchecken	1	
Tapete_+n_bestellen	1	
Tanne_+n_grünen	1	
Tag_+e_zählen	1	
Tablette_+n_richten	1	
Tablette_+n_fressen	1	
Tabelle_+n_optimieren	1	
Tabelle_+n_abfragen	1	
Süßigkeit_+en_schnappen	1	
Sünde_+n_bekennen	1	
Sünde_+n_auffrischen	1	
Säule_+n_erscheinen	1	
Säugling_+s_schreien	1	
Säuber_+n_lassen	1	
Szene_+n_vergleichen	1	
System_+s_einschwingen	1	
Suppe_+n_zagen	1	
Superiorität_+s_denken	1	
Suite_+n_verteilen	1	
Suende_+n_bekennen	1	
Stütze_+n_laufen	1	
Stück_+e_machen	1	
Stute_+n_melken	1	
Stute_+n_beißen	1	
Stunde_+n_zählen	1	
Stunde_+n_verteilen	1	
Stunde_+n_marinieren	1	
Stuhl_+=e_holen	1	
Stufe_+n_setzen	1	
Studiengang_+s_beauftragen	1	
Studie_+n_zugelassen	1	
Studie_+n_fachbezogen	1	
Student_+en_wohnen	1	
Student_+en_quälen	1	
Stube_+n_wägen	1	
Stube_+n_reinigen	1	
Stube_+n_gefangen	1	
Stubbe_+n_roden	1	
Strömung_+s_empfinden	1	
Struktur_+en_unterscheiden	1	
Streit_+e_reiten	1	
Strecke_+n_werfen	1	
Strecke_+n_verbinden	1	
Strecke_+n_optimieren	1	
Strecke_+n_jagen	1	
Strecke_+n_inspizieren	1	
Strecke_+n_erstellen	1	
Strecke_+n_bauen	1	
Straßenverkehr_+s_zugelassen	1	
Straße_+n_überqueren	1	
Straße_+n_wägen	1	
Straße_+n_surfen	1	
Straße_+n_singen	1	
Straße_+n_schießen	1	
Straße_+n_reinigen	1	
Strauß_+en_reiten	1	
Strafrecht_+s_denken	1	
Stimmung_+s_machen	1	
Stimmung_+s_haften	1	
Stimmung_+s_bezogen	1	
Stimme_+n_zählen	1	
Stimme_+n_schweben	1	
Stimme_+n_erkennen	1	
Stimme_+n_auszählen	1	
Stimme_+n_abgeben	1	
Stilllegung_+s_begehren	1	
Stiftung_+s_willigen	1	
Stiftung_+s_schießen	1	
Stift_+s_landen	1	
Steuerung_+s_versagen	1	
Steuerung_+s_gebunden	1	
Stern_+s_abgeben	1	
Stern_+en_zerstören	1	
Stern_+en_wirken	1	
Stern_+en_schubsen	1	
Stern_+e_zählen	1	
Stern_+e_schießen	1	
Stern_+e_falten	1	
Stern_+e_deuten	1	
Stern_+e_angucken	1	
Stelze_+n_fischen	1	
Stellung_+s_begehren	1	
Stellung_+s_abfragen	1	
Stellung_+en_ahmen	1	
Stelle_+n_zeigen	1	
Stelle_+n_anfragen	1	
Stele_+n_bestaunen	1	
Stein_+e_wälzen	1	
Stein_+e_versenken	1	
Stein_+e_stoßen	1	
Stein_+e_lutschen	1	
Stein_+e_kommentieren	1	
Stein_+e_kauen	1	
Stein_+e_heben	1	
Stein_+e_fressen	1	
Stein_+e_behauen	1	
Steigerung_+s_ragen	1	
Stefan_+s_hausen	1	
Station_+s_reinigen	1	
Station_+s_eigen	1	
Station_+en_ablaufen	1	
Stange_+n_stoßen	1	
Stange_+n_drehen	1	
Stange_+n_beißen	1	
Standort_+s_orientieren	1	
Standarte_+n_schießen	1	
Standardisierung_+s_unterfangen	1	
Standard_+s_verteidigen	1	
Stand_+=e_denken	1	
Stammzelle_+n_verzichten	1	
Staedt_+e_bauen	1	
Stadt_+=e_schießen	1	
Stab_+=e_nagen	1	
Staat_+s_verschulden	1	
Staat_+s_verdrossen	1	
Staat_+s_forsten	1	
Staat_+s_einahmen	1	
Staat_+s_anwalten	1	
Staat_+s_agieren	1	
Staat_+en_fürchten	1	
Staat_+en_denken	1	
Spätzle_+s_schaben	1	
Spur_+en_zeichnen	1	
Spur_+en_verwischen	1	
Spur_+en_verfolgen	1	
Spur_+en_nehmen	1	
Spur_+en_nachzeichnen	1	
Spur_+en_hinterlassen	1	
Spur_+en_aufzeichnen	1	
Spule_+n_fiepen	1	
Sprosse_+n_züchten	1	
Sprosse_+n_springen	1	
Spritze_+n_pieken	1	
Spore_+n_treten	1	
Sponsor_+en_werben	1	
Spinne_+n_zerquetschen	1	
Spinne_+n_laufen	1	
Spiel_+e_programmieren	1	
Spiel_+e_eigen	1	
Spiel_+e_beiseiteräumen	1	
Spende_+n_einwerben	1	
Spende_+n_anschreiben	1	
Spende_+n_ansagen	1	
Speise_+n_aussehen	1	
Speer_+e_werfen	1	
Spatz_+en_singen	1	
Spannung_+s_verstellen	1	
Spannung_+s_geladen	1	
Spannung_+s_empfinden	1	
Spannung_+s_einstellen	1	
Spannung_+s_borgen	1	
Sortiment_+s_anfragen	1	
Sonntag_+s_laufen	1	
Sonntag_+s_kochen	1	
Sonntag_+s_einläuten	1	
Sonntag_+s_bedienen	1	
Sonntag_+s_aussehen	1	
Sonntag_+s_anreisen	1	
Sonne_+n_nahen	1	
Sonne_+n_mäßigen	1	
Sonne_+n_landen	1	
Sonne_+n_hausen	1	
Sonne_+n_grinsen	1	
Sonne_+n_golden	1	
Sonne_+n_glänzen	1	
Sonett_+e_machen	1	
Sommer_+s_hausen	1	
Sohle_+n_reinigen	1	
Socke_+n_zusammenlegen	1	
Socke_+n_zerren	1	
Socke_+n_wollen	1	
Socke_+n_tragen	1	
Socke_+n_sortieren	1	
Socke_+n_ausziehen	1	
Slawe_+n_landen	1	
Sklave_+n_halten	1	
Sklave_+n_balgen	1	
Sitzung_+s_absagen	1	
Sitz_+e_tauschen	1	
Situation_+s_angemessen	1	
Sittlichkeit_+s_empfinden	1	
Sistierung_+s_begehren	1	
Sippe_+n_denken	1	
Sinnfälligkeit_+s_abfragen	1	
Silbe_+n_tanzen	1	
Silbe_+n_segmentieren	1	
Signatur_+en_kleben	1	
Siedlung_+s_willigen	1	
Sichtung_+s_springen	1	
Sichtung_+s_laufen	1	
Sicherung_+s_ziehen	1	
Sicherung_+s_streben	1	
Sicherung_+s_denken	1	
Sicherstellung_+s_begehren	1	
Sicherheit_+s_verwahren	1	
Sicherheit_+s_versagen	1	
Sicherheit_+s_testen	1	
Sicherheit_+s_streben	1	
Sicherheit_+s_kopieren	1	
Sicherheit_+s_gedenken	1	
Sicherheit_+s_bemühen	1	
Sicherheit_+s_ansagen	1	
Sicherheit_+s_anfragen	1	
Sicherheit_+s_abflanken	1	
Serviette_+n_falten	1	
Serpentine_+n_laufen	1	
Serpentine_+n_fahren	1	
Serie_+n_tröten	1	
Serie_+n_scannen	1	
Serie_+n_ohrfeigen	1	
Serie_+n_hinterreifen	1	
Serie_+n_gucken	1	
Serie_+n_bezogen	1	
Serie_+n_auslösen	1	
Separation_+s_begehren	1	
Sensor_+en_charakterisieren	1	
Sense_+n_wetzen	1	
Senior_+en_raufen	1	
Senior_+en_eislaufen	1	
Senior_+en_beauftragen	1	
Sendung_+s_durchdrungen	1	
Sendung_+s_abfragen	1	
Seminar_+e_anbieten	1	
Sekunde_+n_zählen	1	
Sekunde_+n_ersticken	1	
Sekte_+n_eigen	1	
Sekte_+n_beauftragen	1	
Seite_+n_springen	1	
Seite_+n_scrollen	1	
Seite_+n_programmieren	1	
Seite_+n_eigen	1	
Seite_+n_ausreißen	1	
Seite_+n_anfragen	1	
Seite_+n_abmaßen	1	
Sein_+s_chatten	1	
Seife_+n_aufheben	1	
Seide_+n_rauben	1	
Seide_+n_fransen	1	
Seele_+n_toben	1	
Seele_+n_surfen	1	
Seele_+n_hoffen	1	
Seele_+n_gebunden	1	
See_+n_hüpfen	1	
Schützling_+e_zufrieden	1	
Schönheit_+s_willigen	1	
Schönheit_+s_streben	1	
Schönheit_+s_erleben	1	
Schärfe_+n_ziehen	1	
Schädling_+e_vertilgen	1	
Schwierigkeit_+s_empfinden	1	
Schwerpunkt_+e_setzen	1	
Schwelle_+n_legen	1	
Schwelle_+n_lassen	1	
Schwein_+e_töten	1	
Schwein_+e_schlachten	1	
Schwein_+e_quieken	1	
Schwein_+e_jagen	1	
Schwein_+e_erfahren	1	
Schwein_+e_ausladen	1	
Schwan_+=e_zählen	1	
Schwalbe_+n_bauen	1	
Schwachsinn_+s_vergleichen	1	
Schurke_+n_grinsen	1	
Schulung_+s_begehren	1	
Schulter_+n_zurückziehen	1	
Schulter_+n_zucken	1	
Schule_+n_präsentieren	1	
Schule_+n_denken	1	
Schuld_+en_zurückzahlen	1	
Schuld_+en_entstehen	1	
Schuh_+e_trocken	1	
Schuh_+e_starren	1	
Schuh_+e_aufmachen	1	
Schuh_+e_ablecken	1	
Schublade_+n_öffnen	1	
Schublade_+n_ziehen	1	
Schublade_+n_beschichten	1	
Schritt_+e_zählen	1	
Schraube_+n_zwingen	1	
Schraube_+n_ziehen	1	
Schraube_+n_sortieren	1	
Schraube_+n_lösen	1	
Schraube_+n_anziehen	1	
Schranke_+n_aufsperren	1	
Schote_+n_ziehen	1	
Schokolade_+n_trinken	1	
Schnute_+n_ziehen	1	
Schnecke_+n_lenken	1	
Schmied_+e_lausen	1	
Schmetterling_+s_zählen	1	
Schmerz_+ens_jaulen	1	
Schluss_+=e_ziehen	1	
Schlucht_+en_scheißen	1	
Schlitz_+e_klopfen	1	
Schlinge_+n_lösen	1	
Schleife_+n_aufrollen	1	
Schlauch_+=e_überprüfen	1	
Schlankheit_+s_besessen	1	
Schlange_+n_zischen	1	
Schlange_+n_fangen	1	
Schlange_+n_fahren	1	
Schlacke_+n_wollen	1	
Schindel_+n_machen	1	
Schimmel_+s_tippen	1	
Schildkröte_+n_hausen	1	
Schildkröte_+n_erfahren	1	
Schild_+er_beschriften	1	
Schild_+e_zerstören	1	
Schiff_+s_ziehen	1	
Schiff_+s_werfen	1	
Schiff_+s_durchsagen	1	
Schiff_+e_gucken	1	
Schiff_+e_fahren	1	
Schiene_+n_schleifen	1	
Schiene_+n_kommentieren	1	
Schicksal_+s_walten	1	
Schicksal_+s_geschlagen	1	
Schicksal_+s_denken	1	
Schicklichkeit_+s_empfinden	1	
Schicht_+en_denken	1	
Scherbe_+n_waschen	1	
Scherbe_+n_laufen	1	
Scherbe_+n_klirren	1	
Scherbe_+n_fegen	1	
Schelle_+n_läuten	1	
Scheidung_+s_verschulden	1	
Scheidung_+s_erleben	1	
Scheibe_+n_gucken	1	
Scheibe_+n_beschlagen	1	
Scheibe_+n_abkleben	1	
Schau_+en_müssen	1	
Schanze_+n_bauen	1	
Schallplatte_+n_kaufen	1	
Schale_+n_schwenken	1	
Schaf_+e_zählen	1	
Schaf_+e_hüten	1	
Schaden_+s_ansagen	1	
Schablone_+n_selten	1	
Satellit_+en_aufnehmen	1	
Sari_+s_kommentieren	1	
Sanierung_+s_beauftragen	1	
Salve_+n_schießen	1	
Saite_+n_schnarren	1	
Saite_+n_gleiten	1	
Saite_+n_abmessen	1	
Sage_+n_umworben	1	
Sage_+n_umwogen	1	
Sage_+n_haben	1	
Saetz_+e_uebersetzen	1	
Sache_+n_hausen	1	
Sache_+n_auswendiglernen	1	
Rüstung_+s_zerreißen	1	
Rüstung_+s_färben	1	
Rückzug_+s_begehren	1	
Rücktritt_+s_ersuchen	1	
Rücktritt_+s_ankündigen	1	
Rückmeldung_+en_bekommen	1	
Rückkopplung_+s_pfeifen	1	
Rückkopplung_+s_fiepen	1	
Rückführung_+s_ersuchen	1	
Rückführung_+s_begehren	1	
Rückforderung_+s_begehren	1	
Rübe_+n_ziehen	1	
Rübe_+n_roden	1	
Röhre_+n_getrieben	1	
Röhre_+n_geilen	1	
Röhre_+n_denken	1	
Rute_+n_schlagen	1	
Rute_+n_bauen	1	
Runkelrübe_+n_hausen	1	
Rune_+n_löschen	1	
Rune_+n_erleben	1	
Rune_+n_beschrieben	1	
Runde_+n_vorbereiten	1	
Runde_+n_saufen	1	
Run_+s_erledigen	1	
Route_+n_übertragen	1	
Route_+n_festlegen	1	
Route_+n_berechnen	1	
Route_+n_auschecken	1	
Rotation_+s_schweißen	1	
Rotation_+s_schneiden	1	
Rotation_+s_beschichten	1	
Rosine_+n_rauspicken	1	
Rose_+n_zurückschneiden	1	
Rose_+n_erfahren	1	
Romane_+n_haften	1	
Rolle_+n_umdenken	1	
Rolle_+n_rausgeben	1	
Rolle_+n_erleben	1	
Rohstoff_+e_abbauen	1	
Roggen_+s_tippen	1	
Robbe_+n_schlagen	1	
Robbe_+n_killen	1	
Robbe_+n_fangen	1	
Robbe_+n_erschlagen	1	
Rippe_+n_ziehen	1	
Rippe_+n_knuffen	1	
Rippe_+n_kneifen	1	
Rippe_+n_flanschen	1	
Rippe_+n_durchgezogen	1	
Ring_+s_herumstreifen	1	
Ring_+e_tauchen	1	
Rinde_+n_schälen	1	
Rinde_+n_schnitzen	1	
Rind_+er_pathogen	1	
Rind_+er_hörnen	1	
Riese_+n_broken	1	
Richtung_+s_zeigen	1	
Richtung_+s_sehen	1	
Rezeption_+s_erleben	1	
Rezept_+e_verschreiben	1	
Revolution_+s_gedenken	1	
Restitution_+s_begehren	1	
Rest_+e_verzehren	1	
Rest_+e_verwerten	1	
Rest_+e_trinken	1	
Rest_+e_ficken	1	
Rest_+e_bloggen	1	
Ressource_+n_schonen	1	
Ressource_+n_aufspüren	1	
Reservist_+en_schießen	1	
Reservierung_+s_anschreiben	1	
Reservat_+s_denken	1	
Requisit_+en_wägen	1	
Reputation_+s_anfragen	1	
Religion_+s_vertrieben	1	
Religion_+s_empfinden	1	
Religion_+s_bezogen	1	
Religion_+s_beauftragen	1	
Rekrut_+en_treten	1	
Reklamation_+s_begehren	1	
Reinkarnation_+s_bedingen	1	
Reim_+e_hausen	1	
Reihe_+n_schließen	1	
Reihe_+n_denken	1	
Reihe_+n_antreten	1	
Reihe_+n_abkühlen	1	
Reichweite_+n_testen	1	
Reichstag_+s_ausschreiben	1	
Reich_+s_hoffen	1	
Reibung_+s_gehen	1	
Reibung_+s_beiwerten	1	
Reh_+e_hausen	1	
Reh_+e_beobachten	1	
Registrierung_+s_bedingen	1	
Registrierung_+s_anfragen	1	
Region_+s_schießen	1	
Region_+s_bezogen	1	
Regiment_+s_schießen	1	
Regierung_+s_klopfen	1	
Regierung_+s_denken	1	
Regierung_+s_behören	1	
Regierung_+s_ausschreiben	1	
Regierung_+s_anfragen	1	
Regierung_+s_anerbieten	1	
Regeneration_+s_versagen	1	
Regen_+s_tippen	1	
Regelung_+s_betroffen	1	
Regel_+n_hinzuarbeiten	1	
Regel_+n_beizubringen	1	
Referent_+en_anfragen	1	
Recht_+e_vergeben	1	
Rechnung_+en_austragen	1	
Rebe_+n_herausziehen	1	
Realität_+s_testen	1	
Reaktion_+s_schießen	1	
Ratte_+n_töten	1	
Ratte_+n_neugeboren	1	
Ratte_+n_jagen	1	
Ratte_+n_fangen	1	
Ratte_+n_erfahren	1	
Ratte_+n_beißen	1	
Rat_+s_anfragen	1	
Raste_+n_aufsetzen	1	
Rakete_+n_zischen	1	
Rakete_+n_getragen	1	
Rakete_+n_betrieben	1	
Rakete_+n_abhängen	1	
Radikal_+e_neutralisieren	1	
Radau_+s_fahren	1	
Rad_+=er_quietschen	1	
Rad_+=er_machen	1	
Rad_+=er_freilegen	1	
Rad_+=er_aufbauen	1	
